Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
841,Kevin Denkey\0d3585b5,tg TOG,FW,Nîmes,fr Ligue 1,19,2000,10,524,52,15.3,5.8,6,68,,4,30,4,1.00,10,8,+2,+0.34,+1.37,7.5,9.5,-2.0,-0.34,+0.33,Matches
842,Emmanuel Dennis\2c44a35d,ng NGA,FW,Köln,de Bundesliga,22,1997,9,474,53,15.5,5.3,6,72,2,3,13,3,0.78,6,9,-3,-0.57,+0.13,5.2,7.6,-2.4,-0.46,+0.02,Matches
843,Stefano Denswil\5832ebfe,nl NED,DF,Bologna,it Serie A,27,1993,5,115,23,3.4,1.3,1,69,0,4,12,8,1.20,2,1,+1,+0.78,+1.19,2.5,1.6,+0.9,+0.71,+1.04,Matches
844,Fabio Depaoli\d97f2e8d,it ITA,DF,Benevento,it Serie A,23,1997,15,1120,75,32.7,12.4,14,79,9,1,18,0,0.40,12,27,-15,-1.21,-0.42,10.8,22.3,-11.5,-0.92,-0.41,Matches
845,Fabio Depaoli\d97f2e8d,it ITA,MF,Sampdoria,it Serie A,23,1997,2,77,39,2.3,0.9,1,45,0,1,32,0,0.00,0,3,-3,-3.51,-3.53,0.5,1.3,-0.8,-0.95,-0.68,Matches
846,Fabio Depaoli\d97f2e8d,it ITA,DF,Atalanta,it Serie A,23,1997,5,191,38,5.6,2.1,3,58,1,2,9,12,1.40,1,6,-5,-2.36,-3.69,2.8,3.5,-0.7,-0.33,-1.32,Matches
847,Memphis Depay\8f696594,nl NED,FW,Lyon,fr Ligue 1,26,1994,37,2923,79,85.5,32.5,33,84,,4,35,0,1.97,74,38,+36,+1.11,+0.75,73.3,39.6,+33.7,+1.04,-0.36,Matches
848,Clément Depres\e53ab10b,fr FRA,MF,Nîmes,fr Ligue 1,25,1994,1,14,14,0.4,0.2,0,,,1,14,1,0.00,0,0,0,0.00,+0.82,0.0,0.2,-0.1,-0.95,-0.33,Matches
849,Mike van der Hoorn\25f50295,nl NED,DF,Arminia,de Bundesliga,27,1992,22,1356,62,44.3,15.1,15,89,13,7,3,12,1.14,10,25,-15,-1.00,-0.41,9.1,26.5,-17.3,-1.15,-0.74,Matches
850,Kastriot Dermaku\2990c466,al ALB,DF,Parma,it Serie A,28,1992,2,100,50,2.9,1.1,1,90,1,1,10,1,1.50,1,1,0,0.00,+1.19,1.6,1.6,0.0,-0.03,+0.55,Matches
851,Axel Desjardins\44398bcf,ca CAN,GK,Spezia,it Serie A,20,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
852,Kiril Despodov\13c8e5f6,bg BUL,FW,Cagliari,it Serie A,23,1996,1,11,11,0.3,0.1,0,,0,1,11,0,0.00,0,0,0,0.00,+0.42,0.2,0.0,+0.1,+1.21,+1.68,Matches
853,Sergiño Dest\5976f83e,us USA,DF,Barcelona,es La Liga,19,2000,30,1909,64,55.8,21.2,23,77,9,7,19,5,1.93,43,18,+25,+1.18,-0.13,44.4,24.7,+19.7,+0.93,-0.24,Matches
854,Mattia Destro\d7d32194,it ITA,FW,Genoa,it Serie A,29,1991,29,1606,55,47.0,17.8,22,70,3,7,9,6,1.10,27,32,-5,-0.28,+0.02,18.4,24.9,-6.4,-0.36,+0.15,Matches
855,Gerard Deulofeu\39583cfd,es ESP,FWMF,Udinese,it Serie A,26,1994,13,598,46,17.5,6.6,7,69,2,6,19,3,1.31,8,5,+3,+0.45,+1.06,7.8,4.8,+2.9,+0.44,+0.83,Matches
856,Alfie Devine\ba08056d,eng ENG,MF,Tottenham,eng Premier League,15,2004,0,,,,,0,,,0,,2,,,,,,,,,,,,Matches
857,Deyverson\2e5e846d,br BRA,FW,Alavés,es La Liga,29,1991,27,874,32,25.6,9.7,11,67,2,16,9,9,1.15,9,12,-3,-0.31,+0.33,11.1,11.1,0.0,0.00,+0.29,Matches
858,Jacopo Dezi\e921b9db,it ITA,FWMF,Parma,it Serie A,28,1992,2,79,40,2.3,0.9,1,57,0,1,22,9,0.00,0,4,-4,-4.56,-3.48,0.7,1.8,-1.1,-1.25,-0.70,Matches
859,Samuel Di Carmine\ef94dc2f,it ITA,FW,Hellas Verona,it Serie A,31,1988,11,500,45,14.6,5.6,6,63,0,5,25,3,1.82,4,6,-2,-0.36,-0.36,5.7,6.7,-1.0,-0.18,0.00,Matches
860,Samuel Di Carmine\ef94dc2f,it ITA,FW,Crotone,it Serie A,31,1988,11,475,43,13.9,5.3,6,70,0,5,11,3,0.27,5,19,-14,-2.65,-1.64,4.7,14.1,-9.4,-1.78,-1.06,Matches
861,Enrico Di Gesù\e58bf189,it ITA,MF,Milan,it Serie A,18,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
862,Giovanni Di Lorenzo\230a2fac,it ITA,DF,Napoli,it Serie A,26,1993,36,3240,90,94.7,36.0,36,90,36,0,,0,1.97,78,41,+37,+1.03,-2.97,64.8,40.2,+24.6,+0.68,-0.04,Matches
863,Ángel Di María\19cda00b,ar ARG,FWMF,Paris S-G,fr Ligue 1,32,1988,27,1853,69,54.2,20.6,23,76,,4,25,2,2.04,47,13,+34,+1.65,+0.27,48.6,19.3,+29.3,+1.42,+0.51,Matches
864,Alessandro Di Pardo\e0ce7038,it ITA,MFDF,Juventus,it Serie A,21,1999,4,14,4,0.4,0.2,0,,0,4,4,13,2.50,1,0,+1,+6.43,+5.42,0.6,1.2,-0.6,-3.59,-4.55,Matches
865,Giuseppe Di Serio\5048486b,it ITA,FWMF,Benevento,it Serie A,19,2001,16,292,18,8.5,3.2,1,87,0,15,14,22,1.19,4,7,-3,-0.92,0.00,4.4,8.3,-4.0,-1.22,-0.63,Matches
866,Boulaye Dia\244bc2c8,sn SEN,FWMF,Reims,fr Ligue 1,23,1996,36,2930,81,85.7,32.6,35,83,,1,33,1,1.17,41,39,+2,+0.06,+1.90,31.6,49.7,-18.1,-0.56,+1.22,Matches
867,Abdoulay Diaby\23c5db70,ml MLI,MF,Getafe,es La Liga,29,1991,1,18,18,0.5,0.2,0,,0,1,18,8,1.00,2,1,+1,+5.00,+5.42,1.0,0.9,+0.1,+0.35,+0.56,Matches
868,Moussa Diaby\aeed5c06,fr FRA,FWMF,Leverkusen,de Bundesliga,21,1999,32,2388,75,78.0,26.5,28,82,18,4,22,0,1.63,45,30,+15,+0.57,+0.70,34.8,30.1,+4.7,+0.18,-0.11,Matches
869,Mbaye Diagne\dda3969e,sn SEN,FW,West Brom,eng Premier League,28,1991,16,1189,74,34.8,13.2,14,82,,2,24,2,0.94,16,17,-1,-0.08,+1.54,16.3,19.0,-2.7,-0.21,+1.06,Matches
870,Mouctar Diakhaby\d2110326,fr FRA,DF,Valencia,es La Liga,23,1996,26,2079,80,60.8,23.1,24,82,19,2,51,3,1.00,32,33,-1,-0.04,+0.09,24.7,33.0,-8.2,-0.36,-0.22,Matches
871,Abdou Diallo\fc62f087,sn SEN,DF,Paris S-G,fr Ligue 1,24,1996,22,1490,68,43.6,16.6,17,83,,5,16,4,2.23,41,11,+30,+1.81,+0.51,38.5,17.6,+20.9,+1.26,+0.13,Matches
872,Amad Diallo\9dc96f10,ci CIV,FW,Manchester Utd,eng Premier League,18,2002,3,166,55,4.9,1.8,2,79,,1,8,8,1.33,3,3,0,0.00,-0.80,2.0,1.4,+0.6,+0.33,-0.15,Matches
873,Amad Diallo\9dc96f10,ci CIV,MF,Atalanta,it Serie A,18,2002,1,14,14,0.4,0.2,0,,0,1,14,10,0.00,0,1,-1,-6.43,-7.59,0.3,0.4,-0.1,-0.85,-1.77,Matches
874,Habib Diallo\6605d143,sn SEN,FW,Strasbourg,fr Ligue 1,25,1995,32,2322,73,67.9,25.8,27,81,,5,29,0,1.22,37,35,+2,+0.08,+0.98,36.6,28.6,+8.0,+0.31,+0.48,Matches
875,Habib Diallo\6605d143,sn SEN,FW,Metz,fr Ligue 1,25,1995,4,143,36,4.2,1.6,1,72,,3,24,1,0.25,0,2,-2,-1.26,-1.20,1.6,2.6,-1.0,-0.64,-0.44,Matches
876,Ibrahima Diallo\11ff3d56,fr FRA,MF,Southampton,eng Premier League,21,1999,22,1020,46,29.8,11.3,10,86,,12,13,6,1.14,10,22,-12,-1.06,-0.72,12.9,18.9,-6.0,-0.53,-0.32,Matches
877,Ibrahima Diallo\11ff3d56,fr FRA,MF,Brest,fr Ligue 1,21,1999,5,440,88,12.9,4.9,5,88,,0,,0,1.20,8,12,-4,-0.82,-0.46,8.3,5.0,+3.3,+0.67,+1.01,Matches
878,Zakaria Diallo\158da7ea,fr FRA,DF,Lens,fr Ligue 1,33,1986,0,,,,,0,,,0,,4,,,,,,,,,,,,Matches
879,Cheikh Diamanka\804b94d7,es ESP,DF,Elche,es La Liga,19,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
880,Amadou Diambo\c3a847c7,gh GHA,FW,Benevento,it Serie A,19,2001,1,3,3,0.1,0.0,0,,0,1,3,6,1.00,0,0,0,0.00,+0.92,0.0,0.1,-0.1,-2.04,-1.40,Matches
881,Grady Diangana\f522d7ec,eng ENG,MFFW,West Brom,eng Premier League,22,1998,20,1235,62,36.1,13.7,15,74,,5,24,9,0.40,10,33,-23,-1.68,-0.93,8.5,25.6,-17.1,-1.24,-0.55,Matches
882,Mamady Diarra\80211dc5,ml MLI,FW,Cádiz,es La Liga,20,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
883,Stéphane Diarra\29939a1d,fr FRA,FWMF,Lorient,fr Ligue 1,21,1998,13,197,15,5.8,2.2,2,28,,11,13,13,0.54,3,5,-2,-0.91,-0.47,2.1,4.9,-2.8,-1.29,-1.25,Matches
884,Raphael Dias Belloli\3423f250,br BRA,MF,Leeds United,eng Premier League,23,1996,30,2360,79,69.0,26.2,26,87,,4,24,0,1.67,43,34,+9,+0.34,+0.43,39.6,42.0,-2.4,-0.09,+0.16,Matches
885,Raphael Dias Belloli\3423f250,br BRA,FWMF,Rennes,fr Ligue 1,23,1996,6,404,67,11.8,4.5,5,77,,1,21,0,2.33,8,6,+2,+0.45,+0.15,6.2,4.4,+1.9,+0.42,+0.18,Matches
886,Lucas Dias\d83f8f69,fr FRA,GK,Nîmes,fr Ligue 1,21,1999,0,,,,,0,,,0,,16,,,,,,,,,,,,Matches
887,Rúben Dias\31c69ef1,pt POR,DF,Manchester City,eng Premier League,23,1997,32,2843,89,83.1,31.6,32,89,,0,,4,2.31,68,21,+47,+1.49,+0.86,61.3,23.6,+37.7,+1.19,+0.53,Matches
888,Krepin Diatta\8104e41e,sn SEN,MFDF,Monaco,fr Ligue 1,21,1999,12,389,32,11.4,4.3,3,60,,9,23,1,2.42,13,4,+9,+2.08,+1.34,8.2,2.9,+5.4,+1.24,+0.40,Matches
889,Amadou Diawara\bf309d24,gn GUI,MF,Roma,it Serie A,23,1997,18,658,37,19.2,7.3,7,76,2,11,11,11,1.50,10,11,-1,-0.14,-0.50,11.6,10.1,+1.4,+0.19,-0.33,Matches
890,Brahim Díaz\407feb71,es ESP,MFFW,Milan,it Serie A,20,1999,27,1228,45,35.9,13.6,15,62,0,12,24,7,2.07,27,8,+19,+1.39,+0.82,26.3,11.1,+15.2,+1.11,+0.69,Matches
891,Javier Díaz\17a1299d,es ESP,GK,Sevilla,es La Liga,23,1997,0,,,,,0,,0,0,,38,,,,,,,,,,,,Matches
892,Víctor Díaz\3624ce4c,es ESP,DF,Granada,es La Liga,32,1988,17,828,49,24.2,9.2,7,85,6,10,24,7,1.29,14,20,-6,-0.65,-0.24,8.9,14.9,-5.9,-0.65,-0.36,Matches
893,Daniel Didavi\d3096421,de GER,FWMF,Stuttgart,de Bundesliga,30,1990,23,970,42,31.7,10.8,10,70,1,13,21,5,1.22,21,20,+1,+0.09,+0.09,19.9,18.3,+1.6,+0.15,+0.22,Matches
894,Bamba Dieng\40774c6b,sn SEN,FWDF,Marseille,fr Ligue 1,20,2000,5,129,26,3.8,1.4,2,56,,3,6,6,1.80,5,3,+2,+1.40,+1.26,2.3,1.6,+0.6,+0.44,+0.42,Matches
895,Eric Dier\ac861941,eng ENG,DF,Tottenham,eng Premier League,26,1994,28,2520,90,73.7,28.0,28,90,,0,,9,1.50,45,34,+11,+0.39,-0.81,38.5,36.9,+1.6,+0.06,-0.28,Matches
896,Daan Dierckx\3a35db3d,be BEL,DF,Parma,it Serie A,17,2003,7,471,67,13.8,5.2,6,76,3,1,13,12,0.14,5,14,-9,-1.72,-0.65,4.2,10.2,-5.9,-1.13,-0.66,Matches
897,Lucas Digne\1b84dbe1,fr FRA,DF,Everton,eng Premier League,27,1993,30,2681,89,78.4,29.8,30,89,,0,,0,1.53,39,42,-3,-0.10,-0.34,38.6,40.4,-1.8,-0.06,+0.31,Matches
898,Virgil van Dijk\e06683ca,nl NED,DF,Liverpool,eng Premier League,29,1991,5,370,74,10.8,4.1,5,74,,0,,0,2.00,12,11,+1,+0.24,-0.49,11.3,6.7,+4.6,+1.11,+0.44,Matches
899,Mitchell Dijks\0a3065c8,nl NED,DF,Bologna,it Serie A,27,1993,20,1481,74,43.3,16.5,18,79,6,2,30,1,1.15,18,22,-4,-0.24,+0.22,22.9,26.0,-3.1,-0.19,+0.19,Matches
900,Javairô Dilrosun\34a0f5ff,nl NED,FWMF,Hertha BSC,de Bundesliga,22,1998,12,529,44,17.3,5.9,5,67,0,7,28,3,1.17,9,7,+2,+0.34,+0.80,5.6,7.7,-2.1,-0.36,-0.27,Matches
901,Federico Dimarco\970b8574,it ITA,DF,Hellas Verona,it Serie A,22,1997,35,2613,75,76.4,29.0,29,83,21,6,33,2,1.14,33,36,-3,-0.10,-0.21,33.0,41.8,-8.8,-0.30,-0.53,Matches
902,Junior Dina Ebimbe\95bb6ddc,fr FRA,FWMF,Dijon,fr Ligue 1,19,2000,30,2144,71,62.7,23.8,25,80,,5,31,2,0.47,15,47,-32,-1.34,-0.21,18.0,47.3,-29.3,-1.23,-0.20,Matches
903,Tristan Dingomé\92b56413,cm CMR,MF,Reims,fr Ligue 1,29,1991,1,15,15,0.4,0.2,0,,,1,15,4,0.00,0,0,0,0.00,+0.21,0.1,0.1,-0.1,-0.34,+0.39,Matches
904,Eren Dinkçi\4ccd8957,de GER,FWMF,Werder Bremen,de Bundesliga,18,2001,8,108,14,3.5,1.2,1,45,0,7,9,7,0.50,2,5,-3,-2.50,-1.95,1.5,2.5,-1.0,-0.81,-0.32,Matches
905,Sinaly Diomande\6de23ab0,ci CIV,DF,Lyon,fr Ligue 1,19,2001,27,1133,42,33.1,12.6,10,85,,17,16,9,2.26,28,13,+15,+1.19,+0.29,29.7,15.9,+13.8,+1.10,+0.01,Matches
906,Lois Diony\4be0b467,fr FRA,FW,Angers,fr Ligue 1,27,1992,36,1749,49,51.1,19.4,20,71,,16,21,0,1.14,22,29,-7,-0.36,+0.23,21.9,27.4,-5.5,-0.28,-0.09,Matches
907,Issa Diop\a712ca2b,fr FRA,DF,West Ham,eng Premier League,23,1997,18,1381,77,40.4,15.3,15,90,,3,10,17,1.61,24,22,+2,+0.13,-0.44,20.4,22.7,-2.3,-0.15,-0.50,Matches
908,Papakouli Diop\7329018e,sn SEN,MF,Eibar,es La Liga,34,1986,33,2324,70,68.0,25.8,28,79,12,5,23,1,0.85,20,31,-11,-0.43,+0.56,28.0,31.5,-3.4,-0.13,+0.04,Matches
909,Sofiane Diop\19053e31,fr FRA,MFFW,Monaco,fr Ligue 1,20,2000,32,2023,63,59.2,22.5,24,72,,8,37,0,2.03,46,26,+20,+0.89,-0.01,39.9,21.3,+18.6,+0.83,-0.15,Matches
910,Andy Diouf\9b5237b1,fr FRA,FW,Rennes,fr Ligue 1,18,2002,1,12,12,0.4,0.1,0,,,1,12,1,1.00,0,0,0,0.00,-0.32,0.2,0.0,+0.2,+1.72,+1.46,Matches
911,Yehvann Diouf\eedea60b,fr FRA,GK,Reims,fr Ligue 1,20,1999,2,135,68,3.9,1.5,1,90,,1,45,32,0.50,1,1,0,0.00,+0.22,1.7,1.7,0.0,0.00,+0.76,Matches
912,Assane Dioussé\7f622eef,sn SEN,DF,Saint-Étienne,fr Ligue 1,22,1997,1,1,1,0.0,0.0,0,,,1,1,0,3.00,0,0,0,0.00,+0.32,0.0,0.0,0.0,0.00,+0.01,Matches
913,Axel Disasi\ad82197c,fr FRA,DF,Monaco,fr Ligue 1,22,1998,29,2011,69,58.8,22.3,24,80,,5,16,6,2.10,45,24,+21,+0.94,+0.11,40.1,20.9,+19.2,+0.86,-0.07,Matches
914,Tiago Djaló\b2336681,pt POR,DF,Lille,fr Ligue 1,20,2000,17,873,51,25.5,9.7,8,88,,9,19,17,2.29,16,7,+9,+0.93,-0.20,10.9,6.9,+4.0,+0.42,-0.27,Matches
915,Djené\a4971d84,tg TOG,DF,Getafe,es La Liga,28,1991,34,2941,87,86.0,32.7,34,87,30,0,,0,1.09,28,35,-7,-0.21,+1.29,31.1,35.0,-3.9,-0.12,+0.58,Matches
916,Moussa Djenepo\254147d4,ml MLI,MF,Southampton,eng Premier League,22,1998,27,1240,46,36.3,13.8,15,70,,12,16,7,0.96,12,27,-15,-1.09,-0.84,14.6,19.4,-4.8,-0.35,-0.06,Matches
917,Koffi Djidji\933d3b51,ci CIV,DF,Crotone,it Serie A,27,1992,20,1524,76,44.6,16.9,16,90,15,4,22,8,0.55,23,38,-15,-0.89,+0.63,18.8,31.3,-12.5,-0.74,+0.24,Matches
918,Alexander Djiku\43e7a164,gh GHA,DFMF,Strasbourg,fr Ligue 1,25,1994,30,2552,85,74.6,28.4,29,87,,1,27,0,1.27,33,37,-4,-0.14,+0.38,35.9,29.0,+6.9,+0.24,+0.34,Matches
919,Berat Djimsiti\6eee05f1,al ALB,DF,Atalanta,it Serie A,27,1993,33,2625,80,76.8,29.2,28,86,23,5,42,2,2.03,68,34,+34,+1.17,+0.15,59.6,32.4,+27.2,+0.93,+0.05,Matches
920,Marko Dmitrović\ac295d9e,rs SRB,GK,Eibar,es La Liga,28,1992,35,3120,89,91.2,34.7,35,89,34,0,,1,0.83,28,49,-21,-0.61,-0.01,37.9,45.7,-7.8,-0.22,-0.89,Matches
921,Ritsu Doan\d01bbb6f,jp JPN,MFFW,Arminia,de Bundesliga,22,1998,34,2768,81,90.5,30.8,33,83,14,1,26,0,1.03,24,46,-22,-0.72,+0.52,27.1,50.1,-22.9,-0.75,-0.12,Matches
922,Mihai Dobre\a1f3f5a0,ro ROU,FWMF,Dijon,fr Ligue 1,21,1998,22,529,24,15.5,5.9,4,63,,18,15,12,0.50,5,16,-11,-1.87,-0.72,5.3,11.1,-5.8,-0.98,+0.20,Matches
923,Matt Doherty\d557d734,ie IRL,DF,Tottenham,eng Premier League,28,1992,17,1240,73,36.3,13.8,13,89,,4,22,11,1.88,26,15,+11,+0.80,+0.30,20.7,15.1,+5.6,+0.41,+0.43,Matches
924,Jeremy Doku\fffea3e5,be BEL,MFFW,Rennes,fr Ligue 1,18,2002,30,2313,77,67.6,25.7,26,85,,4,26,0,1.33,31,27,+4,+0.16,-0.49,34.4,29.7,+4.7,+0.18,-0.24,Matches
925,Kasper Dolberg\cc83b74d,dk DEN,FW,Nice,fr Ligue 1,22,1997,25,1928,77,56.4,21.4,21,86,,4,28,0,1.52,27,27,0,0.00,+0.18,22.2,27.0,-4.8,-0.22,-0.20,Matches
926,Keagan Dolly\ccb1c3af,za RSA,MF,Montpellier,fr Ligue 1,27,1993,18,452,25,13.2,5.0,3,65,,15,17,17,1.33,5,8,-3,-0.60,-0.63,3.5,8.0,-4.6,-0.91,-0.51,Matches
927,Jaume Doménech\c9cb972b,es ESP,GK,Valencia,es La Liga,29,1990,28,2520,90,73.7,28.0,28,90,28,0,,10,0.96,35,42,-7,-0.25,-0.65,32.7,40.4,-7.7,-0.28,-0.03,Matches
928,Carlos Dominguez\3521abfe,es ESP,DF,Celta Vigo,es La Liga,19,2001,4,360,90,10.5,4.0,4,90,4,0,,0,2.25,9,6,+3,+0.75,+0.90,4.9,8.2,-3.4,-0.84,-0.89,Matches
929,Iago Domínguez\557fcc50,es ESP,GK,Celta Vigo,es La Liga,18,2001,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
930,Nicolás Domínguez\20b3a502,ar ARG,MF,Bologna,it Serie A,22,1998,28,1255,45,36.7,13.9,15,63,1,13,24,3,1.21,11,20,-9,-0.65,-0.44,15.6,25.1,-9.5,-0.68,-0.61,Matches
931,John Donald\5e95c000,es ESP,DFFW,Elche,es La Liga,19,2000,2,50,25,1.5,0.6,1,45,0,1,5,10,0.50,0,2,-2,-3.60,-3.09,0.1,0.8,-0.7,-1.30,-0.58,Matches
932,Ji Dong-won\7d841904,kr KOR,FWDF,Mainz 05,de Bundesliga,29,1991,6,62,10,2.0,0.7,0,,0,6,10,6,0.67,0,4,-4,-5.81,-5.42,0.6,2.1,-1.5,-2.18,-2.12,Matches
933,Anastasios Donis\0f26fd24,gr GRE,MF,Reims,fr Ligue 1,23,1996,3,97,32,2.8,1.1,1,57,,2,20,6,0.00,0,1,-1,-0.93,-0.74,0.2,3.5,-3.4,-3.13,-2.47,Matches
934,Antonio Donnarumma\a4bd9edd,it ITA,GK,Milan,it Serie A,30,1990,0,,,,,0,,0,0,,32,,,,,,,,,,,,Matches
935,Gianluigi Donnarumma\08f5afaa,it ITA,GK,Milan,it Serie A,21,1999,37,3330,90,97.4,37.0,37,90,37,0,,0,2.11,71,38,+33,+0.89,+0.89,68.6,43.4,+25.1,+0.68,+0.35,Matches
936,Gabriel Dos Santos\67ac5bb8,br BRA,DF,Arsenal,eng Premier League,22,1997,23,1996,87,58.4,22.2,22,89,,1,45,10,1.57,28,24,+4,+0.18,-0.58,27.7,24.4,+3.3,+0.15,-0.23,Matches
937,Bas Dost\dc90cfbe,nl NED,FW,Eint Frankfurt,de Bundesliga,31,1989,12,817,68,26.7,9.1,9,86,7,3,14,1,1.33,14,16,-2,-0.22,-0.94,16.1,16.1,0.0,0.00,-0.31,Matches
938,Lucas Douath\3cd7820a,fr FRA,MF,Saint-Étienne,fr Ligue 1,16,2003,30,1327,44,38.8,14.7,13,76,,17,20,7,1.20,18,27,-9,-0.61,-0.48,18.9,21.4,-2.5,-0.17,-0.26,Matches
939,Abdoulaye Doucouré\02b29014,fr FRA,MF,Everton,eng Premier League,27,1993,29,2443,84,71.4,27.1,29,84,,0,,1,1.69,35,36,-1,-0.04,-0.04,33.2,36.7,-3.5,-0.13,-0.01,Matches
940,Cheick Doucouré\ce4f40c7,ml MLI,MF,Lens,fr Ligue 1,20,2000,33,2627,80,76.8,29.2,30,85,,3,21,2,1.42,42,42,0,0.00,-0.11,43.9,38.3,+5.6,+0.19,-0.13,Matches
941,Fodé Doucouré\1bfe34dc,ml MLI,DF,Reims,fr Ligue 1,19,2001,7,333,48,9.7,3.7,3,90,,4,16,10,1.29,7,9,-2,-0.54,-0.37,3.3,6.5,-3.1,-0.84,-0.13,Matches
942,Mahamadou Doucouré\9826ea33,ml MLI,FW,Nîmes,fr Ligue 1,20,2000,3,45,15,1.3,0.5,0,,,3,15,0,1.00,1,1,0,0.00,+0.83,0.3,0.8,-0.4,-0.85,-0.23,Matches
943,Cheick Doukouré\e208bcc8,ci CIV,MF,Levante,es La Liga,27,1992,7,101,14,3.0,1.1,0,,0,7,14,11,0.57,0,1,-1,-0.89,-0.62,0.9,1.5,-0.6,-0.54,-0.20,Matches
944,Idrissa Doumbia\685857dc,ci CIV,MF,Huesca,es La Liga,22,1998,23,779,34,22.8,8.7,7,72,2,16,17,8,1.17,7,12,-5,-0.58,-0.10,9.1,10.5,-1.4,-0.16,+0.10,Matches
945,Moussa Doumbia\6481421d,ml MLI,MFFW,Reims,fr Ligue 1,25,1994,23,899,39,26.3,10.0,9,64,,14,23,7,1.43,11,11,0,0.00,+0.29,10.1,13.4,-3.3,-0.33,+0.54,Matches
946,Souleyman Doumbia\9daeac61,ci CIV,DF,Angers,fr Ligue 1,23,1996,27,2222,82,65.0,24.7,24,87,,3,44,1,1.15,25,32,-7,-0.28,+0.54,30.2,32.2,-2.0,-0.08,+0.45,Matches
947,Lamine Doumbouya\5e83e946,gn GUI,MF,Lorient,fr Ligue 1,20,2000,0,,,,,0,,,0,,1,,,,,,,,,,,,Matches
948,Thomas Doyle\5526deb1,eng ENG,MF,Manchester City,eng Premier League,18,2001,0,,,,,0,,,0,,5,,,,,,,,,,,,Matches
949,Aleksandar Dragović\6fd8a334,at AUT,DF,Leverkusen,de Bundesliga,29,1991,18,1136,63,37.1,12.6,11,86,9,7,27,15,1.61,22,16,+6,+0.48,+0.10,19.5,14.9,+4.5,+0.36,+0.25,Matches
950,Bartłomiej Drągowski\085e71a7,pl POL,GK,Fiorentina,it Serie A,22,1997,36,3148,87,92.0,35.0,36,87,34,0,,0,1.05,46,56,-10,-0.29,+0.38,44.1,50.7,-6.6,-0.19,+0.90,Matches
951,Denis Drăguș\0e490f6e,ro ROU,FWMF,Crotone,it Serie A,21,1999,9,177,20,5.2,2.0,1,71,0,8,13,14,0.22,1,5,-4,-2.03,-0.84,1.1,4.0,-2.9,-1.45,-0.61,Matches
952,Radu Drăgușin\620922ed,ro ROU,DF,Juventus,it Serie A,18,2002,1,1,1,0.0,0.0,0,,0,1,1,22,3.00,0,0,0,0.00,-1.03,0.0,0.0,0.0,0.00,-0.95,Matches
953,Ismaël Dramé\0b283154,fr FRA,DF,Angers,fr Ligue 1,19,2001,0,,,,,0,,,0,,1,,,,,,,,,,,,Matches
954,Cody Drameh\e0d1510a,eng ENG,DF,Leeds United,eng Premier League,18,2001,0,,,,,0,,,0,,1,,,,,,,,,,,,Matches
955,Mouhamadou Drammeh\309937e7,fr FRA,MF,Reims,fr Ligue 1,21,1999,6,173,29,5.1,1.9,1,90,,5,17,13,1.17,1,4,-3,-1.56,-1.42,1.4,5.0,-3.6,-1.89,-1.22,Matches
956,Julian Draxler\1a992676,de GER,MFFW,Paris S-G,fr Ligue 1,26,1993,24,1064,44,31.1,11.8,12,74,,12,15,5,2.25,29,6,+23,+1.95,+0.61,28.6,11.0,+17.5,+1.48,+0.43,Matches
957,Dominick Drexler\809940aa,de GER,MFFW,Köln,de Bundesliga,30,1990,27,1233,46,40.3,13.7,11,77,2,16,24,7,1.04,12,21,-9,-0.66,+0.03,16.6,22.9,-6.3,-0.46,+0.03,Matches
958,Matthieu Dreyer\fbf83734,fr FRA,GK,Lorient,fr Ligue 1,31,1989,15,1350,90,39.5,15.0,15,90,,0,,23,1.33,21,25,-4,-0.27,+0.34,18.4,20.8,-2.4,-0.16,-0.07,Matches
959,Anthony Driscoll-Glennon\6a39bd42,eng ENG,DF,Burnley,eng Premier League,20,1999,0,,,,,0,,,0,,12,,,,,,,,,,,,Matches
960,Stefan Drljača\1f964b1b,de GER,GK,Dortmund,de Bundesliga,21,1999,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
961,Domingos Duarte\93090f69,pt POR,DF,Granada,es La Liga,25,1995,29,2363,81,69.1,26.3,27,87,23,2,9,1,1.14,31,48,-17,-0.65,-0.56,27.6,36.4,-8.8,-0.34,+0.13,Matches
962,Léo Duarte\73ddc40c,br BRA,DF,Milan,it Serie A,24,1996,1,19,19,0.6,0.2,0,,0,1,19,13,3.00,0,0,0,0.00,-0.87,0.1,0.6,-0.5,-2.36,-3.05,Matches
963,Óscar Duarte\aa0ac32d,cr CRC,DF,Levante,es La Liga,31,1989,29,2060,71,60.2,22.9,23,84,16,6,21,7,1.00,29,36,-7,-0.31,-0.04,25.0,33.7,-8.7,-0.38,-0.10,Matches
